"choice_set","alternative","appt_1week","travel_10min","portal_full","copay","choice"
"84_1","A",0,1,0,60,1
"84_1","B",0,0,1,60,0
"84_10","A",1,1,0,30,1
"84_10","B",0,0,0,30,0
"84_2","A",0,0,1,60,0
"84_2","B",0,1,1,30,1
"84_3","A",0,1,0,60,0
"84_3","B",1,1,1,60,1
"84_4","A",1,0,0,60,0
"84_4","B",1,1,1,30,1
"84_5","A",0,0,1,30,0
"84_5","B",1,1,0,30,1
"84_6","A",0,1,1,60,1
"84_6","B",0,0,0,30,0
"84_7","A",0,1,0,60,0
"84_7","B",1,0,0,60,1
"84_8","A",0,0,1,30,1
"84_8","B",1,0,0,60,0
"84_9","A",1,1,0,60,0
"84_9","B",1,1,1,30,1
"85_1","A",1,0,0,30,1
"85_1","B",1,1,0,60,0
"85_10","A",1,0,1,30,1
"85_10","B",0,0,1,30,0
"85_2","A",0,1,1,30,1
"85_2","B",0,1,1,60,0
"85_3","A",0,0,1,60,0
"85_3","B",1,1,0,30,1
"85_4","A",0,1,1,30,0
"85_4","B",1,1,0,30,1
"85_5","A",1,0,0,30,0
"85_5","B",1,1,1,30,1
"85_6","A",0,0,0,60,0
"85_6","B",1,0,0,60,1
"85_7","A",1,0,1,30,0
"85_7","B",1,1,1,30,1
"85_8","A",0,1,1,30,1
"85_8","B",0,0,0,30,0
"85_9","A",0,1,0,60,0
"85_9","B",1,1,0,30,1
"86_1","A",0,0,0,60,0
"86_1","B",0,1,0,30,1
"86_10","A",1,0,0,30,1
"86_10","B",1,0,0,60,0
"86_2","A",1,0,1,30,1
"86_2","B",0,0,0,60,0
"86_3","A",1,0,0,60,0
"86_3","B",0,1,0,30,1
"86_4","A",0,1,0,30,0
"86_4","B",1,1,1,30,1
"86_5","A",1,1,0,60,1
"86_5","B",0,0,0,60,0
"86_6","A",1,1,1,30,1
"86_6","B",1,0,0,30,0
"86_7","A",0,1,1,30,1
"86_7","B",0,1,1,60,0
"86_8","A",0,0,1,60,0
"86_8","B",0,1,0,60,1
"86_9","A",0,0,0,60,0
"86_9","B",0,1,1,60,1
"87_1","A",0,0,0,30,0
"87_1","B",0,1,1,60,1
"87_10","A",1,0,1,30,1
"87_10","B",0,0,1,60,0
"87_2","A",1,0,0,60,1
"87_2","B",0,0,0,60,0
"87_3","A",0,0,0,60,0
"87_3","B",0,1,0,30,1
"87_4","A",1,0,1,60,0
"87_4","B",1,0,0,30,1
"87_5","A",1,0,1,30,1
"87_5","B",0,1,0,30,0
"87_6","A",0,1,1,30,1
"87_6","B",1,0,0,60,0
"87_7","A",0,0,1,60,0
"87_7","B",0,1,0,60,1
"87_8","A",1,0,0,60,0
"87_8","B",0,1,0,30,1
"87_9","A",1,0,0,30,1
"87_9","B",0,0,0,30,0
"88_1","A",0,0,0,60,0
"88_1","B",1,1,0,30,1
"88_10","A",1,1,1,30,1
"88_10","B",0,0,1,60,0
"88_2","A",1,0,1,30,1
"88_2","B",1,0,0,60,0
"88_3","A",1,0,0,30,0
"88_3","B",1,1,0,30,1
"88_4","A",0,1,1,60,0
"88_4","B",0,0,1,60,1
"88_5","A",0,1,1,30,0
"88_5","B",1,1,1,60,1
"88_6","A",1,1,0,30,1
"88_6","B",0,1,0,60,0
"88_7","A",0,1,0,60,0
"88_7","B",1,1,1,60,1
"88_8","A",1,1,0,30,1
"88_8","B",0,0,1,60,0
"88_9","A",1,0,0,30,1
"88_9","B",0,1,1,60,0
"89_1","A",1,1,0,60,1
"89_1","B",0,0,0,60,0
"89_10","A",0,1,0,30,1
"89_10","B",0,1,1,60,0
"89_2","A",1,1,0,30,1
"89_2","B",0,0,1,30,0
"89_3","A",0,1,0,30,0
"89_3","B",1,1,1,30,1
"89_4","A",0,1,1,60,0
"89_4","B",1,1,1,30,1
"89_5","A",0,0,0,30,0
"89_5","B",0,0,1,30,1
"89_6","A",1,0,0,30,1
"89_6","B",1,0,1,60,0
"89_7","A",1,0,1,30,1
"89_7","B",1,0,0,30,0
"89_8","A",0,0,1,60,0
"89_8","B",1,0,1,30,1
"89_9","A",0,1,1,60,0
"89_9","B",1,1,1,30,1
"8_1","A",1,0,1,60,1
"8_1","B",0,0,1,60,0
"8_10","A",0,0,0,60,0
"8_10","B",0,1,1,60,1
"8_2","A",0,0,1,60,0
"8_2","B",0,1,1,30,1
"8_3","A",1,1,1,60,1
"8_3","B",0,0,1,60,0
"8_4","A",1,0,1,30,0
"8_4","B",1,1,0,30,1
"8_5","A",0,1,0,60,0
"8_5","B",1,1,1,60,1
"8_6","A",1,0,0,30,1
"8_6","B",0,0,1,30,0
"8_7","A",1,0,0,30,1
"8_7","B",0,1,0,30,0
"8_8","A",1,1,0,60,1
"8_8","B",0,0,0,60,0
"8_9","A",0,0,0,60,0
"8_9","B",1,0,1,60,1
"90_1","A",0,0,1,30,1
"90_1","B",0,1,0,60,0
"90_10","A",0,0,1,30,0
"90_10","B",1,0,1,30,1
"90_2","A",1,0,0,30,1
"90_2","B",1,0,0,60,0
"90_3","A",0,0,1,30,0
"90_3","B",0,1,1,30,1
"90_4","A",0,1,0,30,0
"90_4","B",1,1,1,30,1
"90_5","A",1,0,1,30,1
"90_5","B",0,1,1,60,0
"90_6","A",1,1,1,30,1
"90_6","B",0,1,0,30,0
"90_7","A",0,1,0,60,1
"90_7","B",0,0,0,60,0
"90_8","A",0,1,0,30,1
"90_8","B",0,1,0,60,0
"90_9","A",1,0,1,30,1
"90_9","B",0,1,1,30,0
"91_1","A",0,1,1,60,0
"91_1","B",1,1,1,30,1
"91_10","A",0,0,0,60,0
"91_10","B",1,0,0,60,1
"91_2","A",0,1,1,60,0
"91_2","B",0,1,1,30,1
"91_3","A",1,1,0,30,1
"91_3","B",0,1,0,30,0
"91_4","A",1,1,1,60,1
"91_4","B",1,0,1,60,0
"91_5","A",1,0,0,30,1
"91_5","B",0,0,1,60,0
"91_6","A",1,0,1,60,0
"91_6","B",1,0,0,30,1
"91_7","A",0,0,1,30,1
"91_7","B",1,0,1,60,0
"91_8","A",0,1,0,30,0
"91_8","B",1,1,1,30,1
"91_9","A",0,1,0,30,1
"91_9","B",0,0,1,30,0
"92_1","A",0,1,0,60,0
"92_1","B",1,0,1,30,1
"92_10","A",1,1,1,60,1
"92_10","B",0,0,0,60,0
"92_2","A",1,0,0,30,1
"92_2","B",0,1,1,60,0
"92_3","A",1,0,0,60,0
"92_3","B",1,1,1,60,1
"92_4","A",0,0,0,60,0
"92_4","B",0,1,0,60,1
"92_5","A",1,1,1,30,1
"92_5","B",0,0,0,60,0
"92_6","A",0,1,1,30,0
"92_6","B",1,1,0,30,1
"92_7","A",1,1,0,30,1
"92_7","B",1,1,0,60,0
"92_8","A",0,0,1,60,0
"92_8","B",1,0,0,30,1
"92_9","A",1,1,0,30,0
"92_9","B",1,0,1,30,1
"93_1","A",0,0,0,30,0
"93_1","B",1,0,0,60,1
"93_10","A",0,1,1,60,0
"93_10","B",1,1,1,60,1
"93_2","A",0,0,1,60,0
"93_2","B",0,1,1,60,1
"93_3","A",1,0,0,60,1
"93_3","B",0,0,1,60,0
"93_4","A",0,0,1,60,0
"93_4","B",0,0,1,30,1
"93_5","A",0,1,0,30,0
"93_5","B",1,1,1,30,1
"93_6","A",1,0,1,30,1
"93_6","B",1,1,1,60,0
"93_7","A",0,1,1,30,0
"93_7","B",1,0,1,30,1
"93_8","A",0,0,0,30,0
"93_8","B",0,1,1,60,1
"93_9","A",1,1,0,60,0
"93_9","B",1,1,1,60,1
"94_1","A",1,1,1,30,1
"94_1","B",1,0,0,30,0
"94_10","A",1,0,1,30,0
"94_10","B",1,1,1,30,1
"94_2","A",0,1,0,60,0
"94_2","B",1,0,0,30,1
"94_3","A",0,0,0,60,0
"94_3","B",1,0,1,60,1
"94_4","A",0,0,1,60,1
"94_4","B",0,1,0,60,0
"94_5","A",0,0,1,60,0
"94_5","B",0,1,1,60,1
"94_6","A",1,1,0,30,1
"94_6","B",0,0,0,30,0
"94_7","A",1,1,1,30,1
"94_7","B",1,1,0,30,0
"94_8","A",1,1,0,60,1
"94_8","B",0,0,1,60,0
"94_9","A",1,0,1,60,1
"94_9","B",0,0,0,30,0
"95_1","A",0,1,0,30,1
"95_1","B",1,0,0,60,0
"95_10","A",1,1,1,60,1
"95_10","B",0,0,1,30,0
"95_2","A",1,1,0,60,0
"95_2","B",1,0,1,30,1
"95_3","A",1,1,0,30,1
"95_3","B",0,0,0,60,0
"95_4","A",1,1,1,30,1
"95_4","B",1,1,1,60,0
"95_5","A",1,1,1,30,1
"95_5","B",1,0,0,60,0
"95_6","A",0,0,0,30,1
"95_6","B",0,0,1,60,0
"95_7","A",1,0,1,30,1
"95_7","B",1,0,0,30,0
"95_8","A",1,0,0,60,1
"95_8","B",0,1,0,60,0
"95_9","A",1,1,1,60,1
"95_9","B",0,0,1,30,0
"96_1","A",1,0,0,60,0
"96_1","B",0,1,0,30,1
"96_10","A",1,1,0,60,0
"96_10","B",0,1,0,30,1
"96_2","A",0,0,0,30,0
"96_2","B",1,0,1,30,1
"96_3","A",0,1,0,30,1
"96_3","B",0,0,0,60,0
"96_4","A",1,0,0,60,1
"96_4","B",0,0,1,60,0
"96_5","A",1,1,0,30,1
"96_5","B",0,1,0,60,0
"96_6","A",1,1,0,30,1
"96_6","B",0,1,1,30,0
"96_7","A",1,1,0,60,1
"96_7","B",0,1,0,60,0
"96_8","A",1,1,1,60,1
"96_8","B",0,0,1,30,0
"96_9","A",1,0,0,60,1
"96_9","B",0,0,0,60,0
"97_1","A",0,0,1,60,0
"97_1","B",0,1,1,60,1
"97_10","A",0,1,0,60,0
"97_10","B",1,0,1,30,1
"97_2","A",1,0,1,30,0
"97_2","B",1,1,1,30,1
"97_3","A",0,0,0,30,0
"97_3","B",1,1,0,30,1
"97_4","A",1,0,0,60,0
"97_4","B",0,0,1,30,1
"97_5","A",0,0,0,60,0
"97_5","B",0,0,1,30,1
"97_6","A",1,1,0,60,1
"97_6","B",1,0,1,60,0
"97_7","A",0,1,0,60,0
"97_7","B",1,0,1,30,1
"97_8","A",0,0,1,30,1
"97_8","B",0,0,0,60,0
"97_9","A",0,0,0,60,0
"97_9","B",1,1,0,60,1
"98_1","A",0,0,1,30,0
"98_1","B",1,1,1,60,1
"98_10","A",0,0,0,60,0
"98_10","B",0,1,0,60,1
"98_2","A",1,1,0,30,1
"98_2","B",0,0,0,30,0
"98_3","A",0,1,0,60,0
"98_3","B",0,0,0,30,1
"98_4","A",1,1,0,60,0
"98_4","B",1,1,1,30,1
"98_5","A",0,0,1,30,1
"98_5","B",1,0,0,60,0
"98_6","A",1,1,0,60,0
"98_6","B",1,0,0,30,1
"98_7","A",1,0,0,30,1
"98_7","B",1,1,0,60,0
"98_8","A",1,0,1,60,1
"98_8","B",0,1,1,60,0
"98_9","A",1,1,1,30,1
"98_9","B",1,0,0,30,0
"99_1","A",1,0,0,60,0
"99_1","B",1,0,1,60,1
"99_10","A",1,1,0,30,1
"99_10","B",1,0,1,60,0
"99_2","A",0,1,0,60,0
"99_2","B",0,0,0,30,1
"99_3","A",1,0,1,60,0
"99_3","B",1,1,0,30,1
"99_4","A",1,1,0,30,1
"99_4","B",0,1,0,30,0
"99_5","A",1,0,0,30,0
"99_5","B",1,0,1,30,1
"99_6","A",1,0,0,60,0
"99_6","B",0,1,1,60,1
"99_7","A",0,0,0,60,0
"99_7","B",0,0,1,30,1
"99_8","A",0,1,1,30,0
"99_8","B",1,1,0,60,1
"99_9","A",1,1,1,30,1
"99_9","B",0,1,0,60,0
"9_1","A",1,0,0,60,0
"9_1","B",1,1,0,60,1
"9_10","A",1,1,0,30,1
"9_10","B",0,1,0,60,0
"9_2","A",1,1,1,60,1
"9_2","B",0,1,1,30,0
"9_3","A",1,1,1,30,1
"9_3","B",1,1,0,60,0
"9_4","A",1,0,1,60,0
"9_4","B",1,1,1,60,1
"9_5","A",1,1,1,60,1
"9_5","B",0,1,0,60,0
"9_6","A",0,1,1,60,0
"9_6","B",1,0,0,30,1
"9_7","A",0,1,0,30,1
"9_7","B",0,0,1,60,0
"9_8","A",0,1,0,60,0
"9_8","B",0,1,0,30,1
"9_9","A",0,1,0,60,0
"9_9","B",1,0,1,30,1
