"respondent_id","profile_id","wait_15min","hours_extended","provider_md","visit_cost","rating"
111,5,1,1,0,75,6.9
111,6,0,1,0,75,4.5
111,7,1,0,0,75,7.1
111,8,0,0,0,75,3.7
111,9,1,1,1,150,5.5
111,10,0,1,1,150,4.8
111,11,1,0,1,150,2.5
111,12,0,0,1,150,2.9
111,13,1,1,0,150,4.5
111,14,0,1,0,150,2.6
111,15,1,0,0,150,3.7
111,16,0,0,0,150,4
112,1,1,1,1,75,7.1
112,2,0,1,1,75,4.7
112,3,1,0,1,75,4.8
112,4,0,0,1,75,5.6
112,5,1,1,0,75,5.5
112,6,0,1,0,75,4.8
112,7,1,0,0,75,5.9
112,8,0,0,0,75,4.1
112,9,1,1,1,150,4.8
112,10,0,1,1,150,2.8
112,11,1,0,1,150,3.4
112,12,0,0,1,150,2.8
112,13,1,1,0,150,5
112,14,0,1,0,150,2.9
112,15,1,0,0,150,2.8
112,16,0,0,0,150,1
113,1,1,1,1,75,7.7
113,2,0,1,1,75,5
113,3,1,0,1,75,5.9
113,4,0,0,1,75,4.7
113,5,1,1,0,75,6.7
113,6,0,1,0,75,3.7
113,7,1,0,0,75,4.4
113,8,0,0,0,75,2.2
113,9,1,1,1,150,4.5
113,10,0,1,1,150,3.6
113,11,1,0,1,150,4.6
113,12,0,0,1,150,1.7
113,13,1,1,0,150,6
113,14,0,1,0,150,3.3
113,15,1,0,0,150,5.7
113,16,0,0,0,150,2.6
114,1,1,1,1,75,6.7
114,2,0,1,1,75,5.8
114,3,1,0,1,75,6.1
114,4,0,0,1,75,4.4
114,5,1,1,0,75,7.3
114,6,0,1,0,75,5.7
114,7,1,0,0,75,5.4
114,8,0,0,0,75,3.6
114,9,1,1,1,150,5.7
114,10,0,1,1,150,3
114,11,1,0,1,150,5.5
114,12,0,0,1,150,3.2
114,13,1,1,0,150,4
114,14,0,1,0,150,2.8
114,15,1,0,0,150,3.9
114,16,0,0,0,150,2.9
115,1,1,1,1,75,7.6
115,2,0,1,1,75,6.1
115,3,1,0,1,75,7
115,4,0,0,1,75,4.3
115,5,1,1,0,75,6.3
115,6,0,1,0,75,4.4
115,7,1,0,0,75,5.1
115,8,0,0,0,75,4.7
115,9,1,1,1,150,7.1
115,10,0,1,1,150,4.5
115,11,1,0,1,150,4.9
115,12,0,0,1,150,4.2
115,13,1,1,0,150,4.7
115,14,0,1,0,150,1.8
115,15,1,0,0,150,2.1
115,16,0,0,0,150,1.7
116,1,1,1,1,75,6.4
116,2,0,1,1,75,4.7
116,3,1,0,1,75,5.5
116,4,0,0,1,75,3.7
116,5,1,1,0,75,5.3
116,6,0,1,0,75,5.4
116,7,1,0,0,75,4.8
116,8,0,0,0,75,3.3
116,9,1,1,1,150,4.6
116,10,0,1,1,150,1.7
116,11,1,0,1,150,4.5
116,12,0,0,1,150,3.1
116,13,1,1,0,150,4.3
116,14,0,1,0,150,4.2
116,15,1,0,0,150,4.2
116,16,0,0,0,150,1
117,1,1,1,1,75,7.7
117,2,0,1,1,75,6.7
117,3,1,0,1,75,5.1
117,4,0,0,1,75,3.2
117,5,1,1,0,75,6.3
117,6,0,1,0,75,4.7
117,7,1,0,0,75,5.1
117,8,0,0,0,75,3.3
117,9,1,1,1,150,5.1
117,10,0,1,1,150,4
117,11,1,0,1,150,4.7
117,12,0,0,1,150,2.7
117,13,1,1,0,150,5
117,14,0,1,0,150,2.9
117,15,1,0,0,150,4
117,16,0,0,0,150,3.1
118,1,1,1,1,75,7.7
118,2,0,1,1,75,4.1
118,3,1,0,1,75,6.4
118,4,0,0,1,75,3.1
118,5,1,1,0,75,5.9
118,6,0,1,0,75,5.3
118,7,1,0,0,75,5.5
118,8,0,0,0,75,4.3
118,9,1,1,1,150,5.1
118,10,0,1,1,150,3.5
118,11,1,0,1,150,2.2
118,12,0,0,1,150,2.6
118,13,1,1,0,150,5.1
118,14,0,1,0,150,4.2
118,15,1,0,0,150,5.8
118,16,0,0,0,150,2.1
119,1,1,1,1,75,6.2
119,2,0,1,1,75,5.1
119,3,1,0,1,75,4.8
119,4,0,0,1,75,4.1
119,5,1,1,0,75,6.2
119,6,0,1,0,75,5
119,7,1,0,0,75,5.2
119,8,0,0,0,75,3.8
119,9,1,1,1,150,6.5
119,10,0,1,1,150,3.3
119,11,1,0,1,150,4
119,12,0,0,1,150,3.1
119,13,1,1,0,150,3.4
119,14,0,1,0,150,2.9
119,15,1,0,0,150,2.3
119,16,0,0,0,150,1.5
120,1,1,1,1,75,8.5
120,2,0,1,1,75,6.2
120,3,1,0,1,75,6.9
120,4,0,0,1,75,5
120,5,1,1,0,75,7
120,6,0,1,0,75,3.3
120,7,1,0,0,75,6.2
120,8,0,0,0,75,3.7
120,9,1,1,1,150,4.4
120,10,0,1,1,150,4.4
120,11,1,0,1,150,4.5
120,12,0,0,1,150,2.5
120,13,1,1,0,150,5.7
120,14,0,1,0,150,3.4
120,15,1,0,0,150,2.5
120,16,0,0,0,150,1.9
